"","effect","group","level","term","estimate","std.error","conf.low","conf.high"
"31","ran_vals","distrito_nombre2","10404-Grifo Alto","(Intercept)",-11.1176651971827,53.2233115151163,-115.433438904767,93.1981085104011
"32","ran_vals","distrito_nombre2","10405-San Rafael","(Intercept)",-24.9921503600743,53.2233115151163,-129.307924067658,79.3236233475095
"33","ran_vals","distrito_nombre2","10406-Candelarita","(Intercept)",164.671630145605,53.2233115151163,60.3558564380215,268.987403853189
"34","ran_vals","distrito_nombre2","10407-Desamparaditos","(Intercept)",-78.3255867862176,53.2233115151163,-182.641360493801,25.9901869213662
"35","ran_vals","distrito_nombre2","10408-San Antonio","(Intercept)",-26.860981137021,53.2233115151163,-131.176754844605,77.4547925705628
"36","ran_vals","distrito_nombre2","10409-Chires","(Intercept)",-133.647227198003,53.2233115151163,-237.963000905587,-29.3314534904196
"37","ran_vals","distrito_nombre2","10501-San Marcos","(Intercept)",80.1202681244838,53.2233115151163,-24.1955055831,184.436041832068
"38","ran_vals","distrito_nombre2","10502-San Lorenzo","(Intercept)",-74.1036802999808,53.2233115151163,-178.419454007565,30.212093407603
"39","ran_vals","distrito_nombre2","10503-San Carlos","(Intercept)",-28.474203444246,53.2233115151163,-132.78997715183,75.8415702633378
"40","ran_vals","distrito_nombre2","10601-Aserrí","(Intercept)",37.3417667067246,53.2233115151163,-66.9740070008592,141.657540414308
"41","ran_vals","distrito_nombre2","10602-Tarbaca","(Intercept)",237.089817532812,53.2233115151163,132.774043825228,341.405591240395
"42","ran_vals","distrito_nombre2","10603-Vuelta de Jorco","(Intercept)",-66.2166952489902,53.2233115151163,-170.532468956574,38.0990784585937
"43","ran_vals","distrito_nombre2","10604-San Gabriel","(Intercept)",-72.8195042813789,53.2233115151163,-177.135277988963,31.4962694262049
"44","ran_vals","distrito_nombre2","10605-Legua","(Intercept)",-164.022688321456,53.2233115151163,-268.33846202904,-59.7069146138723
"45","ran_vals","distrito_nombre2","10606-Monterrey","(Intercept)",168.802240835146,53.2233115151163,64.4864671275626,273.11801454273
"46","ran_vals","distrito_nombre2","10607-Salitrillos","(Intercept)",-233.467456927847,53.2233115151163,-337.783230635431,-129.151683220264
"47","ran_vals","distrito_nombre2","10701-Colón","(Intercept)",88.9086123170446,53.2233115151163,-15.4071613905393,193.224386024628
"48","ran_vals","distrito_nombre2","10702-Guayabo","(Intercept)",89.6231724433448,53.2233115151163,-14.692601264239,193.938946150929
"49","ran_vals","distrito_nombre2","10703-Tabarcia","(Intercept)",255.542243935285,53.2233115151163,151.226470227701,359.858017642869
"50","ran_vals","distrito_nombre2","10704-Piedras Negras","(Intercept)",-65.161969575495,53.2233115151163,-169.477743283079,39.1538041320888
"51","ran_vals","distrito_nombre2","10705-Picagres","(Intercept)",14.5197554049714,53.2233115151163,-89.7960183026124,118.835529112555
"52","ran_vals","distrito_nombre2","10706-Jaris","(Intercept)",-179.798717508467,53.2233115151163,-284.114491216051,-75.4829438008829
"53","ran_vals","distrito_nombre2","10707-Quitirrisí","(Intercept)",-216.42137583149,62.4118756017171,-338.74640421845,-94.0963474445308
"54","ran_vals","distrito_nombre2","10801-Guadalupe","(Intercept)",567.909861211408,53.2233115151163,463.594087503824,672.225634918991
"55","ran_vals","distrito_nombre2","10802-San Francisco","(Intercept)",152.921570946403,53.2233115151163,48.6057972388189,257.237344653986
"56","ran_vals","distrito_nombre2","10803-Calle Blancos","(Intercept)",-83.0132763300556,53.2233115151163,-187.329050037639,21.3024973775282
"57","ran_vals","distrito_nombre2","10804-Mata de Plátano","(Intercept)",-171.907463535541,53.2233115151163,-276.223237243125,-67.5916898279571
"58","ran_vals","distrito_nombre2","10805-Ipís","(Intercept)",-42.8905370978123,53.2233115151163,-147.206310805396,61.4252366097715
"59","ran_vals","distrito_nombre2","10806-Rancho Redondo","(Intercept)",-12.9158350301712,53.2233115151163,-117.231608737755,91.3999386774126
"60","ran_vals","distrito_nombre2","10807-Purral","(Intercept)",-176.367586205825,53.2233115151163,-280.683359913409,-72.0518124982415
"61","ran_vals","distrito_nombre2","10901-Santa Ana","(Intercept)",141.061006036532,53.2233115151163,36.7452323289483,245.376779744116
"62","ran_vals","distrito_nombre2","10902-Salitral","(Intercept)",-57.234138055139,53.2233115151163,-161.549911762723,47.0816356524448
"63","ran_vals","distrito_nombre2","10903-Pozos","(Intercept)",-58.0953914502858,53.2233115151163,-162.41116515787,46.220382257298
"64","ran_vals","distrito_nombre2","10904-Uruca","(Intercept)",43.4428923837862,53.2233115151163,-60.8728813237977,147.75866609137
"65","ran_vals","distrito_nombre2","10905-Piedades","(Intercept)",10.7736404591334,53.2233115151163,-93.5421332484504,115.089414166717
"66","ran_vals","distrito_nombre2","10906-Brasil","(Intercept)",-69.0143609752698,53.2233115151163,-173.330134682854,35.3014127323141
"67","ran_vals","distrito_nombre2","11001-Alajuelita","(Intercept)",203.756817069609,53.2233115151163,99.4410433620247,308.072590777192
"68","ran_vals","distrito_nombre2","11002-San Josecito","(Intercept)",25.3074355226446,53.2233115151163,-79.0083381849392,129.623209230228
"69","ran_vals","distrito_nombre2","11003-San Antonio","(Intercept)",-178.009384864396,53.2233115151163,-282.32515857198,-73.6936111568122
"70","ran_vals","distrito_nombre2","11004-Concepción","(Intercept)",-8.67903012627577,53.2233115151163,-112.99480383386,95.6367435813081
"71","ran_vals","distrito_nombre2","11005-San Felipe","(Intercept)",-73.0463326844827,53.2233115151163,-177.362106392066,31.2694410231012
"72","ran_vals","distrito_nombre2","11101-San Isidro","(Intercept)",108.531148794655,53.2233115151163,4.21537508707158,212.846922502239
"73","ran_vals","distrito_nombre2","11102-San Rafael","(Intercept)",3.46695620387685,53.2233115151163,-100.848817503707,107.782729911461
"74","ran_vals","distrito_nombre2","11103-Dulce Nombre de Jesús","(Intercept)",-14.0304757731918,53.2233115151163,-118.346249480776,90.285297934392
"75","ran_vals","distrito_nombre2","11104-Patalillo","(Intercept)",-60.715796243035,53.2233115151163,-165.031569950619,43.5999774645488
"76","ran_vals","distrito_nombre2","11105-Cascajal","(Intercept)",-78.1563379366986,53.2233115151163,-182.472111644282,26.1594357708852
"77","ran_vals","distrito_nombre2","11201-San Ignacio","(Intercept)",105.927454652225,53.2233115151163,1.61168094464151,210.243228359809
"78","ran_vals","distrito_nombre2","11202-Guaitil","(Intercept)",71.5194547220627,53.2233115151163,-32.7963189855211,175.835228429647
"79","ran_vals","distrito_nombre2","11203-Palmichal","(Intercept)",-121.664629084419,53.2233115151163,-225.980402792003,-17.348855376835
"80","ran_vals","distrito_nombre2","11204-Cangrejal","(Intercept)",-8.79304471127478,53.2233115151163,-113.108818418859,95.5227289963091
"81","ran_vals","distrito_nombre2","11205-Sabanillas","(Intercept)",-70.3130021817593,53.2233115151163,-174.628775889343,34.0027715258246
"82","ran_vals","distrito_nombre2","11301-San Juan","(Intercept)",127.963514640159,53.2233115151163,23.6477409325747,232.279288347742
"83","ran_vals","distrito_nombre2","11302-Cinco Esquinas","(Intercept)",150.551503623148,53.2233115151163,46.2357299155641,254.867277330732
"84","ran_vals","distrito_nombre2","11303-Anselmo Llorente","(Intercept)",-52.4333238746867,53.2233115151163,-156.749097582271,51.8824498328972
"85","ran_vals","distrito_nombre2","11304-León XIII","(Intercept)",-121.873411813167,53.2233115151163,-226.189185520751,-17.5576381055832
"86","ran_vals","distrito_nombre2","11305-Colima","(Intercept)",-216.243229310388,53.2233115151163,-320.559003017972,-111.927455602804
"87","ran_vals","distrito_nombre2","11401-San Vicente","(Intercept)",191.72965685834,53.2233115151163,87.4138831507559,296.045430565924
"88","ran_vals","distrito_nombre2","11402-San Jerónimo","(Intercept)",-75.1765188097497,53.2233115151163,-179.492292517334,29.1392548978341
"89","ran_vals","distrito_nombre2","11403-La Trinidad","(Intercept)",-97.2154879990113,53.2233115151163,-201.531261706595,7.10028570857249
"90","ran_vals","distrito_nombre2","11501-San Pedro","(Intercept)",139.823058739565,53.2233115151163,35.5072850319815,244.138832447149
"91","ran_vals","distrito_nombre2","11502-Sabanilla","(Intercept)",85.6237899577824,53.2233115151163,-18.6919837498014,189.939563665366
"92","ran_vals","distrito_nombre2","11503-Mercedes","(Intercept)",-150.536734662832,53.2233115151163,-254.852508370416,-46.2209609552481
"93","ran_vals","distrito_nombre2","11504-San Rafael","(Intercept)",-125.762846645006,53.2233115151163,-230.07862035259,-21.4470729374223
"94","ran_vals","distrito_nombre2","11601-San Pablo","(Intercept)",190.857793225634,53.2233115151163,86.5420195180499,295.173566933218
"95","ran_vals","distrito_nombre2","11602-San Pedro","(Intercept)",25.1637085454037,53.2233115151163,-79.1520651621802,129.479482252988
"96","ran_vals","distrito_nombre2","11603-San Juan de Mata","(Intercept)",55.5044485328907,53.2233115151163,-48.8113251746931,159.820222240475
