cod_canton,cod_distrito,anho,defunciones_hombres,defunciones_mujeres,defunciones_total
114,11401,2020,124,108,232
114,11402,2020,18,9,27
114,11403,2020,41,49,90
115,11501,2020,86,85,171
115,11502,2020,33,45,78
115,11503,2020,5,10,15
115,11504,2020,23,23,46
116,11601,2020,5,4,9
116,11602,2020,1,1,2
116,11603,2020,7,3,10
116,11604,2020,2,1,3
116,11605,2020,4,3,7
117,11701,2020,26,21,47
117,11702,2020,0,3,3
117,11703,2020,1,4,5
118,11801,2020,91,99,190
118,11802,2020,38,32,70
118,11803,2020,17,7,24
118,11804,2020,54,42,96
119,11901,2020,159,100,259
119,11902,2020,22,12,34
119,11903,2020,109,79,188
119,11904,2020,23,13,36
119,11905,2020,15,15,30
119,11906,2020,17,16,33
119,11907,2020,13,12,25
119,11908,2020,26,22,48
119,11909,2020,8,2,10
119,11910,2020,15,9,24
119,11911,2020,8,9,17
119,11912,2020,3,0,3
120,12001,2020,13,11,24
120,12002,2020,5,3,8
120,12003,2020,1,5,6
120,12004,2020,4,5,9
120,12005,2020,3,4,7
120,12006,2020,3,4,7
201,20101,2020,255,204,459
201,20102,2020,131,81,212
201,20103,2020,22,15,37
201,20104,2020,88,49,137
201,20105,2020,60,54,114
201,20106,2020,40,32,72
201,20107,2020,18,17,35
201,20108,2020,79,41,120
201,20109,2020,32,35,67
201,20110,2020,79,62,141
201,20111,2020,29,17,46
201,20112,2020,37,30,67
201,20113,2020,25,26,51
201,20114,2020,4,4,8
202,20201,2020,64,44,108
202,20202,2020,19,13,32
202,20203,2020,50,41,91
202,20204,2020,17,17,34
202,20205,2020,15,10,25
202,20206,2020,19,20,39
202,20207,2020,17,11,28
202,20208,2020,21,11,32
202,20209,2020,21,19,40
202,20210,2020,7,7,14
202,20211,2020,10,4,14
202,20212,2020,0,0,0
202,20213,2020,36,14,50
202,20214,2020,5,6,11
203,20301,2020,64,61,125
203,20302,2020,11,11,22
203,20303,2020,21,17,38
203,20304,2020,33,31,64
203,20305,2020,20,22,42
203,20307,2020,32,31,63
203,20308,2020,21,15,36
204,20401,2020,13,7,20
204,20402,2020,4,0,4
204,20403,2020,3,6,9
204,20404,2020,2,2,4
205,20501,2020,51,34,85
205,20502,2020,7,8,15
205,20503,2020,14,8,22
205,20504,2020,9,5,14
205,20505,2020,8,7,15
205,20506,2020,4,2,6
205,20507,2020,7,5,12
205,20508,2020,3,4,7
206,20601,2020,62,35,97
206,20602,2020,8,4,12
206,20603,2020,6,9,15
206,20604,2020,15,9,24
206,20605,2020,11,5,16
206,20606,2020,13,6,19
206,20607,2020,10,6,16
206,20608,2020,12,7,19
207,20701,2020,25,21,46
207,20702,2020,16,24,40
207,20703,2020,20,27,47
207,20704,2020,11,5,16
207,20705,2020,8,6,14
207,20706,2020,24,8,32
207,20707,2020,12,15,27
208,20801,2020,25,13,38
208,20802,2020,12,9,21
208,20803,2020,26,8,34
208,20804,2020,26,10,36
208,20805,2020,7,4,11
209,20901,2020,38,27,65
209,20902,2020,3,5,8
209,20903,2020,2,4,6
209,20904,2020,19,15,34
209,20905,2020,5,3,8
210,21001,2020,121,89,210
210,21002,2020,51,30,81
210,21003,2020,0,0,0
210,21004,2020,59,28,87
210,21005,2020,14,16,30
210,21006,2020,49,26,75
210,21007,2020,36,22,58
210,21008,2020,23,11,34
210,21009,2020,14,9,23
210,21010,2020,5,5,10
210,21011,2020,29,12,41
210,21012,2020,8,7,15
210,21013,2020,52,26,78
211,21101,2020,24,15,39
211,21102,2020,8,3,11
211,21103,2020,5,3,8
211,21104,2020,2,1,3
211,21105,2020,1,2,3
211,21106,2020,0,0,0
211,21107,2020,3,4,7
212,21201,2020,31,23,54
212,21202,2020,19,10,29
212,21203,2020,1,0,1
212,21204,2020,6,10,16
212,21205,2020,2,3,5
213,21301,2020,40,36,76
213,21302,2020,25,15,40
213,21303,2020,19,22,41
213,21304,2020,21,5,26
213,21305,2020,17,8,25
213,21306,2020,11,5,16
213,21307,2020,7,5,12
213,21308,2020,9,7,16
214,21401,2020,43,28,71
214,21402,2020,5,3,8
214,21403,2020,14,8,22
214,21404,2020,5,4,9
215,21501,2020,24,12,36
215,21502,2020,5,1,6
215,21503,2020,1,1,2
215,21504,2020,12,5,17
216,21601,2020,24,10,34
216,21602,2020,4,1,5
216,21603,2020,2,2,4
301,30101,2020,82,51,133
301,30102,2020,53,34,87
301,30103,2020,67,51,118
301,30104,2020,79,63,142
301,30105,2020,62,62,124
301,30106,2020,48,42,90
301,30107,2020,36,23,59
301,30108,2020,18,10,28
301,30109,2020,25,35,60
301,30110,2020,8,12,20
301,30111,2020,14,9,23
302,30201,2020,62,62,124
302,30202,2020,12,8,20
302,30203,2020,26,19,45
302,30204,2020,19,18,37
302,30205,2020,49,22,71
303,30301,2020,41,52,93
303,30302,2020,50,41,91
303,30303,2020,19,16,35
303,30304,2020,42,38,80
303,30305,2020,54,42,96
303,30306,2020,35,25,60
303,30307,2020,13,10,23
303,30308,2020,25,24,49
304,30401,2020,26,16,42
304,30402,2020,14,8,22
304,30403,2020,10,6,16
305,30501,2020,97,72,169
305,30502,2020,34,26,60
305,30503,2020,2,0,2
305,30504,2020,23,13,36
305,30505,2020,14,7,21
305,30506,2020,18,12,30
305,30507,2020,8,3,11
305,30508,2020,6,3,9
305,30509,2020,18,8,26
305,30510,2020,8,6,14
305,30511,2020,10,11,21
305,30512,2020,14,9,23
306,30601,2020,16,16,32
306,30602,2020,17,15,32
306,30603,2020,5,7,12
307,30701,2020,86,75,161
307,30702,2020,24,19,43
307,30703,2020,6,4,10
307,30704,2020,12,7,19
307,30705,2020,13,5,18
308,30801,2020,74,45,119
308,30802,2020,38,22,60
308,30803,2020,17,12,29
308,30804,2020,0,0,0
401,40101,2020,102,89,191
401,40102,2020,77,81,158
401,40103,2020,165,119,284
401,40104,2020,70,54,124
401,40105,2020,1,0,1
402,40201,2020,21,23,44
402,40202,2020,28,23,51
402,40203,2020,27,17,44
402,40204,2020,13,10,23
402,40205,2020,26,9,35
402,40206,2020,20,19,39
403,40301,2020,40,32,72
403,40302,2020,36,26,62
403,40303,2020,21,21,42
403,40304,2020,6,5,11
403,40305,2020,17,18,35
403,40306,2020,22,34,56
403,40307,2020,12,8,20
403,40308,2020,16,9,25
404,40401,2020,31,22,53
404,40402,2020,18,13,31
404,40403,2020,22,14,36
404,40404,2020,26,22,48
404,40405,2020,6,6,12
404,40406,2020,13,5,18
405,40501,2020,55,33,88
405,40502,2020,44,21,65
405,40503,2020,25,23,48
405,40504,2020,38,21,59
405,40505,2020,15,14,29
406,40601,2020,28,18,46
406,40602,2020,15,22,37
406,40603,2020,14,11,25
406,40604,2020,16,11,27
407,40701,2020,33,17,50
407,40702,2020,29,24,53
407,40703,2020,17,13,30
408,40801,2020,37,32,69
408,40802,2020,14,17,31
408,40803,2020,22,18,40
409,40901,2020,73,55,128
409,40902,2020,14,16,30
410,41001,2020,64,27,91
410,41002,2020,36,19,55
410,41003,2020,86,44,130
410,41004,2020,2,1,3
410,41005,2020,3,0,3
501,50101,2020,199,134,333
501,50102,2020,12,7,19
501,50103,2020,4,4,8
501,50104,2020,4,1,5
501,50105,2020,8,5,13
502,50201,2020,98,86,184
502,50202,2020,28,25,53
502,50203,2020,46,21,67
502,50204,2020,6,9,15
502,50205,2020,15,7,22
502,50206,2020,17,12,29
502,50207,2020,9,4,13
503,50301,2020,62,63,125
503,50302,2020,12,3,15
503,50303,2020,38,24,62
503,50304,2020,23,6,29
503,50305,2020,16,12,28
503,50306,2020,8,3,11
503,50307,2020,19,18,37
503,50308,2020,15,2,17
503,50309,2020,32,13,45
504,50401,2020,56,26,82
504,50402,2020,8,5,13
504,50403,2020,11,6,17
504,50404,2020,5,4,9
505,50501,2020,38,29,67
505,50502,2020,20,8,28
505,50503,2020,62,41,103
505,50504,2020,35,20,55
506,50601,2020,77,51,128
506,50602,2020,3,0,3
506,50603,2020,9,8,17
506,50604,2020,13,2,15
506,50605,2020,4,2,6
507,50701,2020,35,19,54
507,50702,2020,8,7,15
507,50703,2020,11,0,11
507,50704,2020,17,7,24
508,50801,2020,34,23,57
508,50802,2020,14,6,20
508,50803,2020,5,4,9
508,50804,2020,7,0,7
508,50805,2020,2,2,4
508,50806,2020,10,1,11
508,50807,2020,14,6,20
509,50901,2020,11,5,16
509,50902,2020,4,5,9
509,50903,2020,4,3,7
509,50904,2020,3,1,4
509,50905,2020,3,3,6
509,50906,2020,5,3,8
510,51001,2020,40,18,58
510,51002,2020,29,10,39
510,51003,2020,3,3,6
510,51004,2020,8,2,10
511,51101,2020,19,7,26
511,51102,2020,3,1,4
511,51103,2020,3,3,6
511,51104,2020,1,2,3
511,51105,2020,1,6,7
601,60101,2020,54,26,80
601,60102,2020,6,2,8
601,60103,2020,25,12,37
601,60104,2020,44,24,68
601,60105,2020,21,14,35
601,60106,2020,17,7,24
601,60107,2020,3,2,5
601,60108,2020,122,85,207
612,61201,2020,15,5,20
601,60110,2020,0,0,0
601,60111,2020,22,14,36
601,60112,2020,103,63,166
601,60113,2020,5,3,8
601,60114,2020,2,4,6
601,60115,2020,52,32,84
601,60116,2020,1,0,1
602,60201,2020,55,53,108
602,60202,2020,15,8,23
602,60203,2020,18,12,30
602,60204,2020,7,3,10
602,60205,2020,3,2,5
602,60206,2020,5,3,8
603,60301,2020,70,59,129
603,60302,2020,13,4,17
603,60303,2020,26,18,44
603,60304,2020,5,9,14
603,60305,2020,5,5,10
603,60306,2020,1,5,6
603,60307,2020,2,1,3
603,60308,2020,3,3,6
603,60309,2020,9,6,15
604,60401,2020,40,29,69
604,60402,2020,1,1,2
604,60403,2020,10,12,22
605,60501,2020,27,17,44
605,60502,2020,56,15,71
605,60503,2020,14,4,18
605,60504,2020,15,4,19
605,60505,2020,15,8,23
605,60506,2020,0,1,1
606,60601,2020,85,34,119
606,60602,2020,11,6,17
606,60603,2020,12,6,18
607,60701,2020,38,22,60
613,61301,2020,28,15,43
607,60703,2020,44,25,69
607,60704,2020,14,8,22
608,60801,2020,38,26,64
608,60802,2020,40,21,61
608,60803,2020,13,15,28
608,60804,2020,12,7,19
608,60805,2020,8,3,11
608,60806,2020,8,3,11
609,60901,2020,59,25,84
610,61001,2020,82,46,128
610,61002,2020,8,16,24
610,61003,2020,41,16,57
610,61004,2020,37,24,61
611,61101,2020,37,17,54
611,61102,2020,29,11,40
701,70101,2020,244,181,425
701,70102,2020,50,29,79
701,70103,2020,33,9,42
701,70104,2020,20,16,36
702,70201,2020,118,72,190
702,70202,2020,24,23,47
702,70203,2020,83,44,127
702,70204,2020,35,33,68
702,70205,2020,119,76,195
702,70206,2020,4,4,8
702,70207,2020,17,8,25
703,70301,2020,94,68,162
703,70302,2020,20,11,31
703,70303,2020,4,4,8
703,70304,2020,13,7,20
703,70305,2020,16,10,26
703,70306,2020,16,11,27
703,70307,2020,1,1,2
704,70401,2020,45,22,67
704,70402,2020,28,14,42
704,70403,2020,49,21,70
704,70404,2020,29,20,49
705,70501,2020,31,23,54
705,70502,2020,66,48,114
705,70503,2020,30,19,49
706,70601,2020,64,43,107
706,70602,2020,0,1,1
706,70603,2020,27,15,42
706,70604,2020,21,15,36
706,70605,2020,12,5,17
101,10101,2021,47,32,79
101,10102,2021,74,58,132
101,10103,2021,148,99,247
101,10104,2021,92,81,173
101,10105,2021,110,90,200
101,10106,2021,87,85,172
101,10107,2021,106,86,192
101,10108,2021,58,63,121
101,10109,2021,268,223,491
101,10110,2021,255,234,489
101,10111,2021,151,153,304
102,10201,2021,63,54,117
102,10202,2021,69,75,144
102,10203,2021,98,88,186
103,10301,2021,155,151,306
103,10302,2021,137,113,250
103,10303,2021,71,55,126
103,10304,2021,47,50,97
103,10305,2021,49,42,91
103,10306,2021,9,6,15
103,10307,2021,34,34,68
103,10308,2021,14,11,25
103,10309,2021,9,10,19
103,10310,2021,49,35,84
103,10311,2021,94,55,149
103,10312,2021,58,58,116
103,10313,2021,68,47,115
104,10401,2021,48,39,87
104,10402,2021,17,20,37
104,10403,2021,20,17,37
104,10404,2021,3,2,5
104,10405,2021,5,9,14
104,10406,2021,11,4,15
104,10407,2021,4,0,4
104,10408,2021,15,14,29
104,10409,2021,10,10,20
105,10501,2021,44,29,73
105,10502,2021,5,16,21
105,10503,2021,5,1,6
106,10601,2021,119,104,223
106,10602,2021,13,11,24
106,10603,2021,23,17,40
106,10604,2021,25,7,32
106,10605,2021,3,1,4
106,10606,2021,3,3,6
106,10607,2021,29,19,48
107,10701,2021,68,48,116
107,10702,2021,15,12,27
107,10703,2021,18,16,34
107,10704,2021,1,1,2
107,10705,2021,4,3,7
107,10706,2021,1,1,2
107,10707,2021,4,2,6
108,10801,2021,167,173,340
108,10802,2021,5,9,14
108,10803,2021,71,65,136
108,10804,2021,57,47,104
108,10805,2021,117,85,202
108,10806,2021,21,14,35
108,10807,2021,88,55,143
109,10901,2021,59,49,108
109,10902,2021,15,11,26
109,10903,2021,56,35,91
109,10904,2021,30,21,51
109,10905,2021,26,20,46
109,10906,2021,10,11,21
110,11001,2021,51,62,113
110,11002,2021,43,30,73
110,11003,2021,18,7,25
110,11004,2021,56,65,121
110,11005,2021,89,67,156
111,11101,2021,73,52,125
111,11102,2021,22,18,40
111,11103,2021,44,38,82
111,11104,2021,97,55,152
111,11105,2021,33,18,51
112,11201,2021,34,26,60
112,11202,2021,6,5,11
112,11203,2021,14,7,21
112,11204,2021,3,9,12
112,11205,2021,9,5,14
113,11301,2021,119,104,223
113,11302,2021,43,25,68
113,11303,2021,26,51,77
113,11304,2021,60,53,113
113,11305,2021,33,36,69
114,11401,2021,150,126,276
114,11402,2021,25,17,42
114,11403,2021,52,57,109
115,11501,2021,91,113,204
115,11502,2021,40,45,85
115,11503,2021,6,11,17
115,11504,2021,38,26,64
116,11601,2021,10,2,12
116,11602,2021,1,1,2
116,11603,2021,8,5,13
116,11604,2021,5,2,7
116,11605,2021,10,2,12
117,11701,2021,11,13,24
117,11702,2021,3,0,3
117,11703,2021,8,4,12
118,11801,2021,143,105,248
118,11802,2021,40,39,79
118,11803,2021,32,28,60
118,11804,2021,69,43,112
119,11901,2021,195,161,356
119,11902,2021,27,16,43
119,11903,2021,131,97,228
119,11904,2021,19,18,37
119,11905,2021,26,18,44
119,11906,2021,21,16,37
119,11907,2021,22,9,31
119,11908,2021,36,24,60
119,11909,2021,12,7,19
119,11910,2021,6,6,12
119,11911,2021,13,16,29
119,11912,2021,5,4,9
120,12001,2021,7,14,21
120,12002,2021,2,4,6
120,12003,2021,5,1,6
120,12004,2021,1,2,3
120,12005,2021,7,5,12
120,12006,2021,7,4,11
201,20101,2021,289,275,564
201,20102,2021,141,112,253
201,20103,2021,28,13,41
201,20104,2021,111,90,201
201,20105,2021,68,58,126
201,20106,2021,53,47,100
201,20107,2021,26,22,48
201,20108,2021,102,55,157
201,20109,2021,40,44,84
201,20110,2021,94,79,173
201,20111,2021,32,23,55
201,20112,2021,56,38,94
201,20113,2021,23,23,46
201,20114,2021,7,7,14
202,20201,2021,71,77,148
202,20202,2021,24,18,42
202,20203,2021,57,41,98
202,20204,2021,29,22,51
202,20205,2021,17,9,26
202,20206,2021,29,22,51
202,20207,2021,19,12,31
202,20208,2021,20,13,33
202,20209,2021,19,21,40
202,20210,2021,10,3,13
202,20211,2021,6,7,13
202,20212,2021,1,1,2
202,20213,2021,31,23,54
202,20214,2021,9,12,21
203,20301,2021,72,78,150
203,20302,2021,19,17,36
203,20303,2021,27,19,46
203,20304,2021,43,31,74
203,20305,2021,35,21,56
203,20307,2021,43,26,69
203,20308,2021,24,16,40
204,20401,2021,13,8,21
204,20402,2021,3,1,4
204,20403,2021,4,6,10
204,20404,2021,7,5,12
205,20501,2021,46,31,77
205,20502,2021,8,17,25
205,20503,2021,19,8,27
205,20504,2021,7,4,11
205,20505,2021,12,12,24
205,20506,2021,7,7,14
205,20507,2021,11,5,16
205,20508,2021,1,4,5
206,20601,2021,52,58,110
206,20602,2021,7,6,13
206,20603,2021,8,11,19
206,20604,2021,19,13,32
206,20605,2021,18,8,26
206,20606,2021,6,10,16
206,20607,2021,8,8,16
206,20608,2021,10,11,21
207,20701,2021,29,24,53
207,20702,2021,28,35,63
207,20703,2021,17,21,38
207,20704,2021,7,5,12
207,20705,2021,5,3,8
207,20706,2021,26,14,40
207,20707,2021,25,26,51
208,20801,2021,38,17,55
208,20802,2021,22,12,34
208,20803,2021,15,12,27
208,20804,2021,36,21,57
208,20805,2021,15,7,22
209,20901,2021,44,26,70
209,20902,2021,12,4,16
209,20903,2021,8,8,16
209,20904,2021,18,12,30
209,20905,2021,10,3,13
210,21001,2021,155,119,274
210,21002,2021,68,40,108
210,21003,2021,1,0,1
210,21004,2021,97,62,159
210,21005,2021,24,22,46
210,21006,2021,61,36,97
210,21007,2021,68,33,101
210,21008,2021,21,20,41
210,21009,2021,31,15,46
210,21010,2021,5,4,9
210,21011,2021,35,18,53
210,21012,2021,17,5,22
210,21013,2021,67,26,93
211,21101,2021,19,14,33
211,21102,2021,10,9,19
211,21103,2021,5,1,6
211,21104,2021,3,3,6
211,21105,2021,5,3,8
211,21106,2021,1,1,2
211,21107,2021,3,4,7
212,21201,2021,33,34,67
212,21202,2021,24,18,42
212,21203,2021,3,0,3
212,21204,2021,12,8,20
212,21205,2021,8,4,12
213,21301,2021,46,46,92
213,21302,2021,24,12,36
213,21303,2021,30,21,51
213,21304,2021,21,8,29
213,21305,2021,10,7,17
213,21306,2021,17,5,22
213,21307,2021,9,8,17
213,21308,2021,20,18,38
214,21401,2021,75,44,119
214,21402,2021,9,4,13
214,21403,2021,27,11,38
214,21404,2021,9,5,14
215,21501,2021,26,19,45
215,21502,2021,6,2,8
215,21503,2021,2,1,3
215,21504,2021,20,7,27
216,21601,2021,17,9,26
216,21602,2021,6,5,11
216,21603,2021,8,8,16
301,30101,2021,73,68,141
301,30102,2021,40,49,89
301,30103,2021,80,61,141
301,30104,2021,95,71,166
301,30105,2021,78,58,136
301,30106,2021,52,41,93
301,30107,2021,41,29,70
301,30108,2021,28,15,43
301,30109,2021,33,27,60
301,30110,2021,16,8,24
301,30111,2021,18,11,29
302,30201,2021,70,76,146
302,30202,2021,16,14,30
302,30203,2021,34,27,61
302,30204,2021,23,14,37
302,30205,2021,46,36,82
303,30301,2021,64,50,114
303,30302,2021,61,63,124
303,30303,2021,35,21,56
303,30304,2021,49,44,93
303,30305,2021,53,44,97
303,30306,2021,26,20,46
303,30307,2021,11,4,15
303,30308,2021,34,23,57
304,30401,2021,24,14,38
304,30402,2021,18,10,28
304,30403,2021,14,5,19
305,30501,2021,109,108,217
305,30502,2021,33,23,56
305,30503,2021,3,4,7
305,30504,2021,14,14,28
305,30505,2021,19,14,33
305,30506,2021,10,12,22
305,30507,2021,6,3,9
305,30508,2021,5,6,11
305,30509,2021,24,17,41
305,30510,2021,7,3,10
305,30511,2021,18,12,30
305,30512,2021,13,11,24
306,30601,2021,13,17,30
306,30602,2021,21,20,41
306,30603,2021,9,6,15
307,30701,2021,100,74,174
307,30702,2021,29,23,52
307,30703,2021,6,7,13
307,30704,2021,14,9,23
307,30705,2021,8,10,18
308,30801,2021,88,72,160
308,30802,2021,36,19,55
308,30803,2021,16,15,31
308,30804,2021,2,2,4
401,40101,2021,100,102,202
401,40102,2021,93,69,162
401,40103,2021,178,144,322
401,40104,2021,64,70,134
401,40105,2021,0,1,1
402,40201,2021,27,28,55
402,40202,2021,34,28,62
402,40203,2021,21,14,35
402,40204,2021,20,13,33
402,40205,2021,22,18,40
402,40206,2021,16,19,35
403,40301,2021,41,33,74
403,40302,2021,29,17,46
403,40303,2021,29,18,47
403,40304,2021,11,9,20
403,40305,2021,31,24,55
403,40306,2021,33,28,61
403,40307,2021,14,12,26
403,40308,2021,12,13,25
404,40401,2021,26,28,54
404,40402,2021,21,4,25
404,40403,2021,32,18,50
404,40404,2021,35,27,62
404,40405,2021,9,6,15
404,40406,2021,10,10,20
405,40501,2021,48,36,84
405,40502,2021,51,27,78
405,40503,2021,35,25,60
405,40504,2021,44,28,72
405,40505,2021,21,8,29
406,40601,2021,33,17,50
406,40602,2021,24,19,43
406,40603,2021,13,6,19
406,40604,2021,12,8,20
407,40701,2021,49,30,79
407,40702,2021,30,34,64
407,40703,2021,21,21,42
408,40801,2021,30,32,62
408,40802,2021,18,13,31
408,40803,2021,30,23,53
409,40901,2021,74,60,134
409,40902,2021,21,14,35
410,41001,2021,69,25,94
410,41002,2021,37,28,65
410,41003,2021,88,54,142
410,41004,2021,3,0,3
410,41005,2021,2,0,2
501,50101,2021,237,166,403
501,50102,2021,13,6,19
501,50103,2021,6,2,8
501,50104,2021,13,9,22
501,50105,2021,6,9,15
502,50201,2021,149,108,257
502,50202,2021,21,12,33
502,50203,2021,47,22,69
502,50204,2021,20,9,29
502,50205,2021,14,10,24
502,50206,2021,20,12,32
502,50207,2021,10,10,20
503,50301,2021,115,80,195
503,50302,2021,6,9,15
503,50303,2021,32,18,50
503,50304,2021,29,13,42
503,50305,2021,20,12,32
503,50306,2021,9,8,17
503,50307,2021,25,20,45
503,50308,2021,20,10,30
503,50309,2021,36,16,52
504,50401,2021,62,44,106
504,50402,2021,17,11,28
504,50403,2021,13,4,17
504,50404,2021,3,4,7
505,50501,2021,39,25,64
505,50502,2021,21,16,37
505,50503,2021,90,45,135
505,50504,2021,39,39,78
506,50601,2021,83,75,158
506,50602,2021,4,1,5
506,50603,2021,2,3,5
506,50604,2021,15,7,22
506,50605,2021,3,1,4
507,50701,2021,42,31,73
507,50702,2021,10,3,13
507,50703,2021,9,9,18
507,50704,2021,24,14,38
508,50801,2021,36,27,63
508,50802,2021,1,3,4
508,50803,2021,7,3,10
508,50804,2021,7,4,11
508,50805,2021,2,2,4
508,50806,2021,4,2,6
508,50807,2021,9,4,13
508,50808,2021,1,3,4
509,50901,2021,15,16,31
509,50902,2021,4,0,4
509,50903,2021,6,4,10
509,50904,2021,7,0,7
509,50905,2021,2,1,3
509,50906,2021,10,6,16
510,51001,2021,43,30,73
510,51002,2021,23,18,41
510,51003,2021,4,4,8
510,51004,2021,7,6,13
511,51101,2021,23,13,36
511,51102,2021,2,0,2
511,51103,2021,11,5,16
511,51104,2021,3,0,3
511,51105,2021,6,0,6
601,60101,2021,56,43,99
601,60102,2021,10,5,15
601,60103,2021,15,16,31
601,60104,2021,41,29,70
601,60105,2021,33,15,48
601,60106,2021,13,6,19
601,60107,2021,6,4,10
601,60108,2021,138,113,251
612,61201,2021,15,9,24
601,60110,2021,0,0,0
601,60111,2021,44,17,61
601,60112,2021,108,64,172
601,60113,2021,4,3,7
601,60114,2021,6,4,10
601,60115,2021,78,53,131
601,60116,2021,1,1,2
602,60201,2021,69,61,130
602,60202,2021,17,11,28
602,60203,2021,19,16,35
602,60204,2021,6,4,10
602,60205,2021,5,3,8
602,60206,2021,11,8,19
603,60301,2021,72,68,140
603,60302,2021,15,8,23
603,60303,2021,20,15,35
603,60304,2021,10,6,16
603,60305,2021,3,0,3
603,60306,2021,3,0,3
603,60307,2021,4,3,7
603,60308,2021,8,1,9
603,60309,2021,13,19,32
604,60401,2021,55,29,84
604,60402,2021,8,3,11
604,60403,2021,13,8,21
605,60501,2021,34,12,46
605,60502,2021,40,22,62
605,60503,2021,17,4,21
605,60504,2021,22,4,26
605,60505,2021,23,10,33
605,60506,2021,4,5,9
606,60601,2021,98,49,147
606,60602,2021,19,8,27
606,60603,2021,22,20,42
607,60701,2021,54,36,90
613,61301,2021,44,20,64
607,60703,2021,51,36,87
607,60704,2021,24,10,34
608,60801,2021,35,29,64
608,60802,2021,36,24,60
608,60803,2021,25,12,37
608,60804,2021,19,8,27
608,60805,2021,4,5,9
608,60806,2021,15,14,29
609,60901,2021,75,38,113
610,61001,2021,80,48,128
610,61002,2021,27,9,36
610,61003,2021,50,32,82
610,61004,2021,50,22,72
611,61101,2021,62,33,95
611,61102,2021,30,14,44
701,70101,2021,316,205,521
701,70102,2021,55,42,97
701,70103,2021,37,17,54
701,70104,2021,40,17,57
702,70201,2021,128,81,209
702,70202,2021,40,33,73
702,70203,2021,96,64,160
702,70204,2021,47,32,79
702,70205,2021,166,98,264
702,70206,2021,7,4,11
702,70207,2021,18,25,43
703,70301,2021,117,69,186
703,70302,2021,26,15,41
703,70303,2021,10,7,17
703,70304,2021,12,3,15
703,70305,2021,24,20,44
703,70306,2021,17,12,29
703,70307,2021,7,8,15
704,70401,2021,43,24,67
704,70402,2021,33,16,49
704,70403,2021,48,31,79
704,70404,2021,30,16,46
705,70501,2021,21,15,36
705,70502,2021,66,38,104
705,70503,2021,45,17,62
706,70601,2021,63,57,120
706,70602,2021,5,4,9
706,70603,2021,31,18,49
706,70604,2021,45,27,72
706,70605,2021,16,13,29
101,10101,2022,61,43,104
101,10102,2022,53,42,95
101,10103,2022,120,80,200
101,10104,2022,59,62,121
101,10105,2022,85,93,178
101,10106,2022,89,67,156
101,10107,2022,95,74,169
101,10108,2022,48,52,100
101,10109,2022,298,235,533
101,10110,2022,215,214,429
101,10111,2022,135,153,288
102,10201,2022,68,63,131
102,10202,2022,72,56,128
102,10203,2022,104,87,191
103,10301,2022,181,121,302
103,10302,2022,113,102,215
103,10303,2022,45,54,99
103,10304,2022,59,61,120
103,10305,2022,35,37,72
103,10306,2022,8,13,21
103,10307,2022,43,30,73
103,10308,2022,14,8,22
103,10309,2022,8,10,18
103,10310,2022,35,34,69
103,10311,2022,68,59,127
103,10312,2022,47,61,108
103,10313,2022,55,39,94
104,10401,2022,42,57,99
104,10402,2022,21,19,40
104,10403,2022,10,16,26
104,10404,2022,4,3,7
104,10405,2022,6,3,9
104,10406,2022,12,3,15
104,10407,2022,2,2,4
104,10408,2022,11,11,22
104,10409,2022,9,5,14
105,10501,2022,38,30,68
105,10502,2022,13,6,19
105,10503,2022,3,3,6
106,10601,2022,90,92,182
106,10602,2022,10,7,17
106,10603,2022,16,18,34
106,10604,2022,23,12,35
106,10605,2022,1,1,2
106,10606,2022,3,1,4
106,10607,2022,32,31,63
107,10701,2022,63,42,105
107,10702,2022,12,11,23
107,10703,2022,20,21,41
107,10704,2022,0,1,1
107,10705,2022,2,1,3
107,10706,2022,3,2,5
107,10707,2022,0,2,2
108,10801,2022,161,160,321
108,10802,2022,11,10,21
108,10803,2022,56,59,115
108,10804,2022,44,39,83
108,10805,2022,76,92,168
108,10806,2022,32,21,53
108,10807,2022,72,59,131
109,10901,2022,39,37,76
109,10902,2022,11,10,21
109,10903,2022,41,46,87
109,10904,2022,32,25,57
109,10905,2022,24,16,40
109,10906,2022,13,9,22
110,11001,2022,45,46,91
110,11002,2022,36,28,64
110,11003,2022,13,13,26
110,11004,2022,40,65,105
110,11005,2022,100,66,166
111,11101,2022,56,48,104
111,11102,2022,29,24,53
111,11103,2022,35,36,71
111,11104,2022,57,48,105
111,11105,2022,21,19,40
112,11201,2022,34,43,77
112,11202,2022,14,6,20
112,11203,2022,14,17,31
112,11204,2022,6,5,11
112,11205,2022,8,4,12
113,11301,2022,110,106,216
113,11302,2022,41,30,71
113,11303,2022,37,37,74
113,11304,2022,56,34,90
113,11305,2022,30,33,63
114,11401,2022,127,141,268
114,11402,2022,18,20,38
114,11403,2022,45,52,97
115,11501,2022,98,107,205
115,11502,2022,48,43,91
115,11503,2022,11,7,18
115,11504,2022,27,27,54
116,11601,2022,1,2,3
116,11602,2022,1,1,2
116,11603,2022,5,4,9
116,11604,2022,1,1,2
116,11605,2022,4,2,6
117,11701,2022,25,16,41
117,11702,2022,6,1,7
117,11703,2022,6,5,11
118,11801,2022,108,102,210
118,11802,2022,54,30,84
118,11803,2022,28,16,44
118,11804,2022,41,51,92
119,11901,2022,177,127,304
119,11902,2022,23,18,41
119,11903,2022,133,78,211
